target,machine,optimizer_step,micro_step,layer_idx,records,update_norm_max,update_norm_mean,update_norm_p95,err_norm_mean,err_norm_p95,actual_cap_hit_ratio,hypothetical_cap_hit_ratio,actual_cap_scale_mean,actual_cap_scale_min,hypothetical_cap_scale_mean,hypothetical_cap_scale_min,top_code_idx,top_code_share,top_head_idx,top_head_share
ucap0p5-r2,3090,256,2,1,64,1.988153338432312,0.8586125262081623,1.2836600542068481,3.2264550365507603,4.036113739013672,1.0,1.0,0.6164102446448697,0.2514896690616263,0.6164102467112271,0.2514896564237129,39,0.828125,0,0.828125
ucap0p5-r2,3090,256,3,1,64,1.2672604322433472,0.7900076517835259,1.0748552083969116,3.288452899083495,4.454163551330566,1.0,1.0,0.6474914793076143,0.39455188491713267,0.647491477509993,0.39455189105437716,39,0.875,0,0.875
ucap0p5-r2,3090,384,0,1,64,2.5376577377319336,2.0461658611893654,2.283839464187622,2.603349544107914,2.983773946762085,1.0,1.0,0.2452412106840114,0.1970320949014657,0.2452412118329245,0.19703208693812344,50,1.0,1,1.0
ucap0p5-r2,3090,384,1,1,64,2.252290725708008,1.7663506604731083,2.1187877655029297,2.319271443411708,2.7923593521118164,1.0,1.0,0.28480508321582765,0.22199619862725156,0.28480508219276884,0.22199620781319204,50,1.0,1,1.0
ucap0p5-r2,3090,384,2,1,64,2.4908559322357178,2.017370542511344,2.282055139541626,2.56020288169384,3.1892430782318115,1.0,1.0,0.24899503452286148,0.20073420597083017,0.24899503302241582,0.20073421089079807,50,1.0,1,1.0
ucap0p5-r2,3090,384,3,1,64,2.4743683338165283,1.9414049964398146,2.231642484664917,2.5226892232894897,3.0390689373016357,1.0,1.0,0.2589135445114578,0.20207177808107793,0.25891354519444254,0.20207177450771338,50,1.0,1,1.0
ucap0p5-r2,3090,512,0,1,64,1.0767525434494019,0.8636717097833753,0.9749334454536438,2.5814097821712494,3.0072007179260254,1.0,1.0,0.5818622167717808,0.4643592652726464,0.5818622160461054,0.46435924673856666,50,0.75,1,1.0
ucap0p5-r2,3090,512,1,1,64,1.0683857202529907,0.8710702089592814,1.0251859426498413,2.677467033267021,3.1856391429901123,1.0,1.0,0.5773847594895761,0.4679957562770485,0.5773847622666792,0.46799577205281384,50,0.796875,1,1.0
ucap0p5-r2,3090,512,2,1,64,1.0819231271743774,0.7430213475599885,0.889392077922821,2.625865750014782,3.1027677059173584,1.0,1.0,0.6820859078462471,0.4621400609672966,0.6820859062313088,0.46214004252393914,50,0.640625,1,0.984375
ucap0p5-r2,3090,512,3,1,64,1.2049837112426758,0.7780884578824043,0.9451189041137695,2.6290227621793747,3.039260149002075,1.0,1.0,0.6516845885269493,0.4149433502113589,0.6516845934346899,0.41494336839156104,50,0.796875,1,1.0
ucap0p5-r2,3090,703,0,1,64,3.775001049041748,2.6177842244505882,3.390774726867676,4.96147146075964,5.711027145385742,1.0,1.0,0.19408932976712442,0.13245029948165912,0.1940893281375331,0.13245029431896999,57,0.171875,1,1.0
ucap0p5-r2,3090,703,1,1,64,3.9786245822906494,2.939697854220867,3.4447457790374756,5.0183150470256805,5.487382888793945,1.0,1.0,0.1712364209416695,0.1256715678747759,0.17123642100511996,0.12567157057882813,48,0.1875,1,1.0
ucap0p5-r2,3090,703,2,1,64,3.905823230743408,2.741243928670883,3.397479772567749,4.8988396897912025,5.445458889007568,1.0,1.0,0.18452688139408183,0.12801398702423225,0.1845268809495844,0.12801398590300087,50,0.203125,1,1.0
