experiment_id,source_machine,source_host,source_path,mirror_path,sha256,file_size,status
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_448/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_448/read_trace.jsonl,73a3bc707a9bdc264971b8b72537a00bc76d1ce03ce975cb64e6bb1f69551df6,35890,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_64/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_64/read_trace.jsonl,8bb1dee4ec8dfbdfd8f4b78cc4282e12fa26dc932d94357580e0b39643a1a80f,36036,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_705/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_705/read_trace.jsonl,eaa31a8fd5e847797e93a1d6381b4bc86caafc49e78f8861aa79729d1c9141d1,35839,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_0/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_0/read_trace.jsonl,bcd44271e484895acf9be282dc60224a6a7e5eaa7c4b6c12572592ef1d01d104,36172,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_130/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_130/read_trace.jsonl,abce57507fbf826b5d912ac61fa08c500faafd0293b2a6d8739e3409803aa136,35945,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_203/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_203/read_trace.jsonl,0bfa9dc6abe5d413a686879d40a4021b91ab14a6825d00f5a9bf040175b54161,35890,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_352/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_352/read_trace.jsonl,85b41814dda532a4c71c2434f98b3d1889d0ce3f497cdeb63d36c82f810d8fcf,35840,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_448/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_448/read_trace.jsonl,e1038cafdb6590fb15869789674d9f9a02695fdcbc0fb6a9377d4237d1afe80b,35839,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_64/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_64/read_trace.jsonl,196b6b6f2eef6bec6ff5b6269db448ef244820313386e25d14a126d1e099f6c1,36077,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_705/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_705/read_trace.jsonl,365b7b15c80fdb0be870d2d98e182e8138353fc012751877ee4eb41fe7d6f827,35869,source-local
