config,run_id,source,gpu,cb,rank,dynamic_capacity,relative_to_gdn,validation_index,validation_phase,approx_epoch,raw_epoch_index,slice_group,slice_name,metric,value
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.94353125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,mqar_case,64x16,valid/mqar_case/accuracy-64x16,0.9989375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,mqar_case,64x4,valid/mqar_case/accuracy-64x4,0.99925
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,mqar_case,64x8,valid/mqar_case/accuracy-64x8,0.9995
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,num_kv_pairs,128,valid/num_kv_pairs/accuracy-128,0.8201171875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,num_kv_pairs,16,valid/num_kv_pairs/accuracy-16,0.9989375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,num_kv_pairs,256,valid/num_kv_pairs/accuracy-256,0.47059765625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,num_kv_pairs,32,valid/num_kv_pairs/accuracy-32,0.9898125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,num_kv_pairs,4,valid/num_kv_pairs/accuracy-4,0.99925
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,num_kv_pairs,64,valid/num_kv_pairs/accuracy-64,0.95309375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,3,mid_epoch,1.5,1,num_kv_pairs,8,valid/num_kv_pairs/accuracy-8,0.9995
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,input_seq_len,1024,valid/input_seq_len/accuracy-1024,0.6125703125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,input_seq_len,128,valid/input_seq_len/accuracy-128,0.99315625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,input_seq_len,256,valid/input_seq_len/accuracy-256,0.979421875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,input_seq_len,512,valid/input_seq_len/accuracy-512,0.93227734375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,input_seq_len,64,valid/input_seq_len/accuracy-64,0.9997291666666667
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,mqar_case,1024x256,valid/mqar_case/accuracy-1024x256,0.6125703125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,mqar_case,128x32,valid/mqar_case/accuracy-128x32,0.99315625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.979421875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.8965078125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.968046875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,mqar_case,64x16,valid/mqar_case/accuracy-64x16,0.9996875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,mqar_case,64x4,valid/mqar_case/accuracy-64x4,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,mqar_case,64x8,valid/mqar_case/accuracy-64x8,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,num_kv_pairs,128,valid/num_kv_pairs/accuracy-128,0.8965078125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,num_kv_pairs,16,valid/num_kv_pairs/accuracy-16,0.9996875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,num_kv_pairs,256,valid/num_kv_pairs/accuracy-256,0.6125703125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,num_kv_pairs,32,valid/num_kv_pairs/accuracy-32,0.99315625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,num_kv_pairs,4,valid/num_kv_pairs/accuracy-4,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,num_kv_pairs,64,valid/num_kv_pairs/accuracy-64,0.973734375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,4,epoch_end,2.0,1,num_kv_pairs,8,valid/num_kv_pairs/accuracy-8,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,input_seq_len,1024,valid/input_seq_len/accuracy-1024,0.6580546875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,input_seq_len,128,valid/input_seq_len/accuracy-128,0.995
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,input_seq_len,256,valid/input_seq_len/accuracy-256,0.985203125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,input_seq_len,512,valid/input_seq_len/accuracy-512,0.946265625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,input_seq_len,64,valid/input_seq_len/accuracy-64,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,mqar_case,1024x256,valid/mqar_case/accuracy-1024x256,0.6580546875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,mqar_case,128x32,valid/mqar_case/accuracy-128x32,0.995
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.985203125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.91671875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.9758125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,mqar_case,64x16,valid/mqar_case/accuracy-64x16,0.999625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,mqar_case,64x4,valid/mqar_case/accuracy-64x4,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,mqar_case,64x8,valid/mqar_case/accuracy-64x8,0.999875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,num_kv_pairs,128,valid/num_kv_pairs/accuracy-128,0.91671875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,num_kv_pairs,16,valid/num_kv_pairs/accuracy-16,0.999625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,num_kv_pairs,256,valid/num_kv_pairs/accuracy-256,0.6580546875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,num_kv_pairs,32,valid/num_kv_pairs/accuracy-32,0.995
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,num_kv_pairs,4,valid/num_kv_pairs/accuracy-4,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,num_kv_pairs,64,valid/num_kv_pairs/accuracy-64,0.9805078125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,5,mid_epoch,2.5,2,num_kv_pairs,8,valid/num_kv_pairs/accuracy-8,0.999875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,input_seq_len,1024,valid/input_seq_len/accuracy-1024,0.69576953125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,input_seq_len,128,valid/input_seq_len/accuracy-128,0.99440625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,input_seq_len,256,valid/input_seq_len/accuracy-256,0.989015625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,input_seq_len,512,valid/input_seq_len/accuracy-512,0.95691796875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,input_seq_len,64,valid/input_seq_len/accuracy-64,0.9997916666666666
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,mqar_case,1024x256,valid/mqar_case/accuracy-1024x256,0.69576953125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,mqar_case,128x32,valid/mqar_case/accuracy-128x32,0.99440625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.989015625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.9358203125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.978015625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,mqar_case,64x16,valid/mqar_case/accuracy-64x16,0.999875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,mqar_case,64x4,valid/mqar_case/accuracy-64x4,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,mqar_case,64x8,valid/mqar_case/accuracy-64x8,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,num_kv_pairs,128,valid/num_kv_pairs/accuracy-128,0.9358203125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,num_kv_pairs,16,valid/num_kv_pairs/accuracy-16,0.999875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,num_kv_pairs,256,valid/num_kv_pairs/accuracy-256,0.69576953125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,num_kv_pairs,32,valid/num_kv_pairs/accuracy-32,0.99440625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,num_kv_pairs,4,valid/num_kv_pairs/accuracy-4,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,num_kv_pairs,64,valid/num_kv_pairs/accuracy-64,0.983515625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,6,epoch_end,3.0,2,num_kv_pairs,8,valid/num_kv_pairs/accuracy-8,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,input_seq_len,1024,valid/input_seq_len/accuracy-1024,0.71655859375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,input_seq_len,128,valid/input_seq_len/accuracy-128,0.99596875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,input_seq_len,256,valid/input_seq_len/accuracy-256,0.990484375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,input_seq_len,512,valid/input_seq_len/accuracy-512,0.96266796875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,input_seq_len,64,valid/input_seq_len/accuracy-64,0.9997083333333333
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,mqar_case,1024x256,valid/mqar_case/accuracy-1024x256,0.71655859375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,mqar_case,128x32,valid/mqar_case/accuracy-128x32,0.99596875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.990484375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.9438671875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.98146875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,mqar_case,64x16,valid/mqar_case/accuracy-64x16,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,mqar_case,64x4,valid/mqar_case/accuracy-64x4,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,mqar_case,64x8,valid/mqar_case/accuracy-64x8,0.999625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,num_kv_pairs,128,valid/num_kv_pairs/accuracy-128,0.9438671875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,num_kv_pairs,16,valid/num_kv_pairs/accuracy-16,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,num_kv_pairs,256,valid/num_kv_pairs/accuracy-256,0.71655859375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,num_kv_pairs,32,valid/num_kv_pairs/accuracy-32,0.99596875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,num_kv_pairs,4,valid/num_kv_pairs/accuracy-4,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,num_kv_pairs,64,valid/num_kv_pairs/accuracy-64,0.9859765625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,7,mid_epoch,3.5,3,num_kv_pairs,8,valid/num_kv_pairs/accuracy-8,0.999625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,input_seq_len,1024,valid/input_seq_len/accuracy-1024,0.73059375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,input_seq_len,128,valid/input_seq_len/accuracy-128,0.9953125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,input_seq_len,256,valid/input_seq_len/accuracy-256,0.99103125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,input_seq_len,512,valid/input_seq_len/accuracy-512,0.9650078125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,input_seq_len,64,valid/input_seq_len/accuracy-64,0.9998125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,mqar_case,1024x256,valid/mqar_case/accuracy-1024x256,0.73059375
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,mqar_case,128x32,valid/mqar_case/accuracy-128x32,0.9953125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,mqar_case,256x64,valid/mqar_case/accuracy-256x64,0.99103125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,mqar_case,512x128,valid/mqar_case/accuracy-512x128,0.948890625
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,mqar_case,512x64,valid/mqar_case/accuracy-512x64,0.981125
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,mqar_case,64x16,valid/mqar_case/accuracy-64x16,0.9996875
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,mqar_case,64x4,valid/mqar_case/accuracy-64x4,0.99975
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,8,epoch_end,4.0,3,mqar_case,64x8,valid/mqar_case/accuracy-64x8,1.0
