machine,comparison,kind,model,reference_fla,candidate_fla,loss_abs,tensor,exact,max_abs,relative_l2,tensor_passed,comparison_passed,source
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm2.bias,False,1.1641532182693481e-10,5.821141850894541e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm2.weight,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.A_log,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.D,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.a_proj.weight,False,3.725290298461914e-09,1.689295944134033e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.b_proj.weight,False,1.862645149230957e-09,8.05657208188801e-09,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.dt_bias,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.k_conv1d.weight,False,8.940696716308594e-08,7.895177076418928e-09,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.k_proj.weight,False,2.1848827600479126e-06,4.837758086942098e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.o_norm.weight,False,1.1920928955078125e-07,7.451151944461436e-09,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.o_proj.weight,False,1.9855797290802e-06,5.138988358321174e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.q_conv1d.weight,False,2.384185791015625e-07,1.8794741780889204e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.q_proj.weight,False,3.2780226320028305e-06,8.76479518696692e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.v_conv1d.weight,False,1.4901161193847656e-07,1.264345962148753e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.v_proj.weight,False,2.736225724220276e-06,8.179707722004183e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.ln_f.bias,False,2.3283064365386963e-10,4.3656460337533655e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.ln_f.weight,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-kernel,kernel,,0.4.2,0.5.0,8.526512829121202e-14,final_state,False,3.725290298461914e-08,8.059825601525807e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-kernel.json
2080ti,v042-vs-v050-kernel,kernel,,0.4.2,0.5.0,8.526512829121202e-14,grad/beta,False,1.9539925233402755e-13,8.389161885348253e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-kernel.json
2080ti,v042-vs-v050-kernel,kernel,,0.4.2,0.5.0,8.526512829121202e-14,grad/g,False,1.2079226507921703e-13,2.924271899300369e-06,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-kernel.json
2080ti,v042-vs-v050-kernel,kernel,,0.4.2,0.5.0,8.526512829121202e-14,grad/k,False,2.220446049250313e-15,4.251633460912636e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-kernel.json
2080ti,v042-vs-v050-kernel,kernel,,0.4.2,0.5.0,8.526512829121202e-14,grad/q,False,1.887379141862766e-15,3.845458931384382e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-kernel.json
2080ti,v042-vs-v050-kernel,kernel,,0.4.2,0.5.0,8.526512829121202e-14,grad/v,False,1.4654943925052066e-14,8.902970665725245e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-kernel.json
2080ti,v042-vs-v050-kernel,kernel,,0.4.2,0.5.0,8.526512829121202e-14,output,False,9.89530235528946e-10,3.735536494470209e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-kernel.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.embeddings.word_embeddings.weight,False,5.122274160385132e-07,8.256249852866929e-06,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.norm1.bias,False,6.123445928096771e-08,1.0104922167435771e-05,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.norm1.weight,False,8.556526154279709e-08,1.2599572868705428e-05,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.norm2.bias,False,3.003515303134918e-08,1.039735061346328e-05,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.norm2.weight,False,4.225876182317734e-08,1.3139992812225684e-05,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.sequence_mixer.mixer.conv.conv.bias,False,1.705484464764595e-08,9.688552469517193e-06,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.sequence_mixer.mixer.conv.conv.weight,False,1.792795956134796e-08,9.802813889135005e-06,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.sequence_mixer.mixer.projection.bias,False,5.228139343671501e-08,9.919267638395102e-06,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.sequence_mixer.mixer.projection.weight,False,7.904600352048874e-08,1.0094226192471995e-05,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.norm1.bias,False,6.107438821345568e-08,9.309741885199209e-05,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.norm1.weight,False,8.865026757121086e-08,0.00012137046095213871,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.norm2.bias,False,2.0372681319713593e-09,9.2763243826845e-07,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.norm2.weight,False,1.076841726899147e-08,5.478320929562395e-06,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.A_log,False,2.782326191663742e-08,8.141018842053393e-05,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.a_proj.weight,False,1.6378180589526892e-08,7.190329436775332e-05,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.b_proj.weight,False,2.4356995709240437e-07,0.00012322055209437768,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.dt_bias,False,2.7794158086180687e-08,8.141576417480956e-05,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.k_conv1d.weight,False,8.843198884278536e-08,0.00011578201764347315,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.k_proj.weight,False,2.977321855723858e-07,0.00011263264744518312,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.o_norm.weight,False,4.2549800127744675e-08,0.00012099194279701709,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.o_proj.weight,False,2.497108653187752e-07,0.00010889558417198075,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.q_conv1d.weight,False,6.771006155759096e-08,0.00010523507066209918,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.q_proj.weight,False,2.788437996059656e-07,0.00010948369610925961,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.v_conv1d.weight,False,6.401387508958578e-08,0.00011017515207863748,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.v_proj.weight,False,2.6715861167758703e-07,0.00011164026433349907,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.ln_f.bias,False,1.280568540096283e-09,1.902967513910048e-07,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.ln_f.weight,False,3.7602148950099945e-08,5.157701504437415e-06,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,logits,False,8.963048458099365e-06,5.278793414424932e-06,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.embeddings.word_embeddings.weight,False,0.0015241708606481552,7.681417650447811e-05,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm1.bias,False,2.3283064365386963e-10,7.903848589529198e-08,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm1.weight,False,1.1920928955078125e-07,1.0537760632765661e-08,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm2.bias,False,2.3283064365386963e-10,9.203715007709529e-08,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm2.weight,False,1.6689300537109375e-06,1.4762958275481684e-07,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.conv.conv.bias,False,2.9802322387695312e-08,7.738234018028545e-09,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.conv.conv.weight,False,1.1920928955078125e-07,1.8604879348535398e-08,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.projection.bias,False,7.05476850271225e-08,8.696983785794918e-06,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.projection.weight,False,1.0397052392363548e-06,6.603279641257534e-07,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm1.bias,False,6.6356733441352844e-09,9.14918609054014e-07,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm1.weight,False,6.318092346191406e-06,5.584579441323978e-07,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm2.bias,False,2.3283064365386963e-10,8.296403567777858e-08,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm2.weight,True,0.0,0.0,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.A_log,True,0.0,0.0,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.D,True,0.0,0.0,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.a_proj.weight,False,1.2740492820739746e-06,4.193399559710501e-06,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.b_proj.weight,False,1.8579885363578796e-07,5.903671901606152e-07,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.dt_bias,True,0.0,0.0,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.k_conv1d.weight,False,2.765655517578125e-05,2.1168710989062143e-06,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.k_proj.weight,False,0.0012441612780094147,0.0003382673383599713,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.o_norm.weight,False,1.2159347534179688e-05,7.601727137546084e-07,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.o_proj.weight,False,0.00172094302251935,0.000575519965224062,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.q_conv1d.weight,False,0.0001458972692489624,1.1191570206829409e-05,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.q_proj.weight,False,0.0008428832516074181,0.00019687235462908403,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.v_conv1d.weight,False,3.9696693420410156e-05,3.6607694664572404e-06,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.v_proj.weight,False,0.0006368729227688164,0.00014990741299039884,False,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.ln_f.bias,False,2.3283064365386963e-10,7.348477192618872e-08,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.ln_f.weight,True,0.0,0.0,True,False,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-gdn-model.json
3090,v042-vs-v050-kernel,kernel,,0.4.2,0.5.0,8.526512829121202e-14,final_state,False,3.725290298461914e-08,8.059849873009805e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-kernel.json
3090,v042-vs-v050-kernel,kernel,,0.4.2,0.5.0,8.526512829121202e-14,grad/beta,False,1.9539925233402755e-13,8.397686018043641e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/3090/equivalence/v042-vs-v050-kernel.json
