machine,model,checkpoint_role,train_precision,eval_precision,shape,num_examples,n_seeds,accuracy_mean,accuracy_population_std
3090,flash,best,bf16,bf16,64x8,1000,3,1.0,0.0
3090,flash,best,bf16,bf16,8190x2047,500,3,0.12159550420443217,0.020582842458458078
3090,flash,best,bf16,bf16,8190x512,500,3,0.6206653645833333,0.05287607893407875
3090,flash,best,bf16,fp16,1024x256,500,3,0.9575755208333333,0.008260465104681447
3090,flash,best,bf16,fp16,1024x256,1000,3,0.9582174479166666,0.008265416598401938
3090,flash,best,bf16,fp16,128x32,1000,3,0.9969791666666666,0.000986343380313786
3090,flash,best,bf16,fp16,2048x512,500,3,0.7518645833333333,0.04812959948822247
3090,flash,best,bf16,fp16,256x64,1000,3,0.9982916666666667,0.00013641459222612902
3090,flash,best,bf16,fp16,4096x1024,500,3,0.3770104166666667,0.05539506486041901
3090,flash,best,bf16,fp16,512x128,1000,3,0.9954114583333333,0.0006133130410196206
3090,flash,best,bf16,fp16,512x64,1000,3,0.9944062499999999,0.0005323212239021249
3090,flash,best,bf16,fp16,64x16,1000,3,1.0,0.0
3090,flash,best,bf16,fp16,64x4,1000,3,0.99975,0.0
3090,flash,best,bf16,fp16,64x8,1000,3,1.0,0.0
3090,flash,best,bf16,fp16,8190x2047,500,3,0.12230125238498052,0.020938911151791414
3090,flash,best,bf16,fp16,8190x512,500,3,0.6218984375,0.053183005537893555
3090,flash,best,bf16,fp32,1024x256,500,3,0.9576197916666667,0.008269922316797653
3090,flash,best,bf16,fp32,1024x256,1000,3,0.9582252604166667,0.008240120157725793
3090,flash,best,bf16,fp32,128x32,1000,3,0.9969791666666666,0.0009660019266141512
3090,flash,best,bf16,fp32,2048x512,500,3,0.7518411458333333,0.04798424073527654
3090,flash,best,bf16,fp32,256x64,1000,3,0.9982916666666667,0.00013641459222612902
3090,flash,best,bf16,fp32,4096x1024,500,3,0.3769635416666667,0.055354020376590006
3090,flash,best,bf16,fp32,512x128,1000,3,0.9953958333333334,0.0006300684245524797
