config,run_id,model_family,source,run_type,gpu,status,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,batch_accum_profile,configured_max_epochs,final_epoch,validations_per_epoch,final_validation_index,final_validation_phase,checkpoint_label,early_stopping_disabled,swanlab_url,swanlab_run_dir,launch_id,elapsed_sec,wall_clock,oom,observed_peak_memory_used_mib,peak_memory_total_mib,gpu_name,gpu_compute_capability,fallback_from_profiles,source_analysis_dir,seed,data_seed,num_codebook_vectors,rank,dynamic_capacity,relative_to_gdn,trainable_params,zoology_state_size_metric_seq1024,dtype_policy,outer_model_dtype,hidden_states_dtype,kernel_input_dtype,dtype_comparison_scope,validation_index,validation_phase,approx_epoch,raw_epoch_index,slice_group,slice,metric,value
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,4,epoch_end,2.0,1,input_seq_len,1024,valid/input_seq_len/accuracy-1024,0.688640625
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,5,mid_epoch,2.5,2,input_seq_len,1024,valid/input_seq_len/accuracy-1024,0.736953125
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,6,epoch_end,3.0,2,input_seq_len,1024,valid/input_seq_len/accuracy-1024,0.73853515625
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,7,mid_epoch,3.5,3,input_seq_len,1024,valid/input_seq_len/accuracy-1024,0.784984375
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,8,epoch_end,4.0,3,input_seq_len,1024,valid/input_seq_len/accuracy-1024,0.80008203125
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,1,mid_epoch,0.5,0,input_seq_len,128,valid/input_seq_len/accuracy-128,0.11825
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,2,epoch_end,1.0,0,input_seq_len,128,valid/input_seq_len/accuracy-128,0.97596875
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,3,mid_epoch,1.5,1,input_seq_len,128,valid/input_seq_len/accuracy-128,0.9945
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,4,epoch_end,2.0,1,input_seq_len,128,valid/input_seq_len/accuracy-128,0.98971875
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,5,mid_epoch,2.5,2,input_seq_len,128,valid/input_seq_len/accuracy-128,0.995875
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,6,epoch_end,3.0,2,input_seq_len,128,valid/input_seq_len/accuracy-128,0.98946875
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,7,mid_epoch,3.5,3,input_seq_len,128,valid/input_seq_len/accuracy-128,0.9964375
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,8,epoch_end,4.0,3,input_seq_len,128,valid/input_seq_len/accuracy-128,0.9983125
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,1,mid_epoch,0.5,0,input_seq_len,256,valid/input_seq_len/accuracy-256,0.0358125
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,2,epoch_end,1.0,0,input_seq_len,256,valid/input_seq_len/accuracy-256,0.964796875
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,3,mid_epoch,1.5,1,input_seq_len,256,valid/input_seq_len/accuracy-256,0.987234375
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,4,epoch_end,2.0,1,input_seq_len,256,valid/input_seq_len/accuracy-256,0.992375
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,5,mid_epoch,2.5,2,input_seq_len,256,valid/input_seq_len/accuracy-256,0.9951875
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,6,epoch_end,3.0,2,input_seq_len,256,valid/input_seq_len/accuracy-256,0.99340625
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,7,mid_epoch,3.5,3,input_seq_len,256,valid/input_seq_len/accuracy-256,0.995703125
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,8,epoch_end,4.0,3,input_seq_len,256,valid/input_seq_len/accuracy-256,0.996734375
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,1,mid_epoch,0.5,0,input_seq_len,512,valid/input_seq_len/accuracy-512,0.01945703125
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,2,epoch_end,1.0,0,input_seq_len,512,valid/input_seq_len/accuracy-512,0.8796875
cb256-r8-s126-d123,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,flash,20260519_rank_gdn_capacity_up,rank_or_capacity_up,0,completed,128,32,2,256,128x2,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2,True,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/6m5xen8eknqfyppug4dng,/home/lyj/mnt/project/zoology/swanlog/run-20260519_082512-6m5xen8eknqfyppug4dng,flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06,10242.082772701047,02:50:42,False,10455,11264,NVIDIA GeForce RTX 2080 Ti,7.5,,zoology/analysis/flash_vqg/results/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,126,123,256,8,262144,16x,1183942,1248768,default_float32_on_2080ti,float32,float32,float32,float32_only,3,mid_epoch,1.5,1,input_seq_len,512,valid/input_seq_len/accuracy-512,0.94688671875
