accuracy,ci95_high,ci95_low,config_override,correct,dataset_hash,distance_bucket,distance_def,eval_batch_size,eval_seed,model_label,n,run_status,seed,slice_num_kv_pairs,slice_seq_len,source_config_family,source_model_family,source_run_id,stderr,variant,variant_label
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,33-64,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,65-128,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
0.7500000000,0.9950000000,0.5050000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",9,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,129-256,query_pos-value_pos,8,123,cb256-r4-s123,12,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.1250000000,full,cb256-r4-s123:full
0.6930730242,0.7054587583,0.6806872902,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",3692,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,257-512,query_pos-value_pos,8,123,cb256-r4-s123,5327,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0063192521,full,cb256-r4-s123:full
0.6795246531,0.6820096073,0.6770396988,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",92062,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,513-1024,query_pos-value_pos,8,123,cb256-r4-s123,135480,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0012678338,full,cb256-r4-s123:full
0.6503676822,0.6531215996,0.6476137648,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",74910,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,1025-2048,query_pos-value_pos,8,123,cb256-r4-s123,115181,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0014050599,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,2049-4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,>4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,<=32,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
1.0000000000,1.0000000000,1.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",1,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,33-64,query_pos-value_pos,8,123,cb256-r4-s123,1,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,full,cb256-r4-s123:full
0.8085106383,0.9210028194,0.6960184572,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",38,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,65-128,query_pos-value_pos,8,123,cb256-r4-s123,47,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0573939700,full,cb256-r4-s123:full
0.6986531987,0.7247454750,0.6725609223,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",830,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,129-256,query_pos-value_pos,8,123,cb256-r4-s123,1188,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0133123859,full,cb256-r4-s123:full
0.7010362251,0.7093398925,0.6927325577,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",8186,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,257-512,query_pos-value_pos,8,123,cb256-r4-s123,11677,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0042365650,full,cb256-r4-s123:full
0.6895461172,0.6927335319,0.6863587024,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",55816,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,513-1024,query_pos-value_pos,8,123,cb256-r4-s123,80946,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0016262320,full,cb256-r4-s123:full
0.6278868619,0.6308740850,0.6248996387,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",63156,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,1025-2048,query_pos-value_pos,8,123,cb256-r4-s123,100585,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0015240934,full,cb256-r4-s123:full
0.4987166158,0.5026665462,0.4947666853,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",30699,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,2049-4096,query_pos-value_pos,8,123,cb256-r4-s123,61556,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0020152706,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,>4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,<=32,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,33-64,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,65-128,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,129-256,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
0.3333333333,0.6413176203,0.0253490464,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",3,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,257-512,query_pos-value_pos,8,123,cb256-r4-s123,9,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.1571348403,full,cb256-r4-s123:full
0.3924829376,0.4018664710,0.3830994042,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",4083,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,513-1024,query_pos-value_pos,8,123,cb256-r4-s123,10403,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0047875170,full,cb256-r4-s123:full
0.3909272110,0.3927646718,0.3890897502,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",105910,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,1025-2048,query_pos-value_pos,8,123,cb256-r4-s123,270920,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0009374800,full,cb256-r4-s123:full
0.3681091439,0.3700773552,0.3661409325,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",84911,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,2049-4096,query_pos-value_pos,8,123,cb256-r4-s123,230668,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0010041895,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,>4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,full,cb256-r4-s123:full
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,<=32,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,33-64,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
0.0000000000,0.0000000000,0.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,65-128,query_pos-value_pos,8,123,cb256-r4-s123,2,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,local_only,cb256-r4-s123:local_only
0.0011295181,0.0024069660,0.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",3,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,129-256,query_pos-value_pos,8,123,cb256-r4-s123,2656,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0006517592,local_only,cb256-r4-s123:local_only
0.0002061461,0.0003141209,0.0000981713,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",14,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,257-512,query_pos-value_pos,8,123,cb256-r4-s123,67913,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000550892,local_only,cb256-r4-s123:local_only
0.0002786049,0.0004151023,0.0001421075,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",16,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,513-1024,query_pos-value_pos,8,123,cb256-r4-s123,57429,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000696415,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,1025-2048,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,2049-4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,>4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,<=32,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
